zip,reportingyear,ziptype,cityname,statename,stateabbr,enc_zip,zcta_use
16616,2015,ZIP Code Area,Beccaria,NA,PA,16616,16616
16617,2015,ZIP Code Area,Bellwood,NA,PA,16617,16617
16619,2015,Post Office or large volume customer,Blandburg,NA,PA,16639,16619
16620,2015,ZIP Code Area,Brisbin,NA,PA,16620,16620
16621,2015,ZIP Code Area,Broad Top,NA,PA,16621,16621
16622,2015,ZIP Code Area,Calvin,NA,PA,16622,16622
16623,2015,ZIP Code Area,Cassville,NA,PA,16623,16623
16624,2015,Post Office or large volume customer,Chest Springs,NA,PA,16668,16624
16625,2015,ZIP Code Area,Claysburg,NA,PA,16625,16625
16627,2015,ZIP Code Area,Coalport,NA,PA,16627,16627
16629,2015,Post Office or large volume customer,Coupon,NA,PA,16613,16613
16630,2015,ZIP Code Area,Cresson,NA,PA,16630,16630
16631,2015,Post Office or large volume customer,Curryville,NA,PA,16662,16631
16633,2015,Post Office or large volume customer,Defiance,NA,PA,16679,16633
16634,2015,ZIP Code Area,Dudley,NA,PA,16634,16634
16635,2015,ZIP Code Area,Duncansville,NA,PA,16635,16635
16636,2015,ZIP Code Area,Dysart,NA,PA,16636,16636
16637,2015,ZIP Code Area,East Freedom,NA,PA,16637,16637
16638,2015,Post Office or large volume customer,Entriken,NA,PA,16657,16638
16639,2015,ZIP Code Area,Fallentimber,NA,PA,16639,16639
16640,2015,ZIP Code Area,Flinton,NA,PA,16640,16640
16641,2015,ZIP Code Area,Gallitzin,NA,PA,16641,16641
16644,2015,Post Office or large volume customer,Glasgow,NA,PA,16639,16639
16645,2015,ZIP Code Area,Glen Hope,NA,PA,16645,16645
16646,2015,ZIP Code Area,Hastings,NA,PA,16646,16646
16647,2015,ZIP Code Area,Hesston,NA,PA,16647,16647
16648,2015,ZIP Code Area,Hollidaysburg,NA,PA,16648,16648
16650,2015,ZIP Code Area,Hopewell,NA,PA,16650,16650
16651,2015,ZIP Code Area,Houtzdale,NA,PA,16651,16651
16652,2015,ZIP Code Area,Huntingdon,NA,PA,16652,16652
16654,2015,Post Office or large volume customer,Huntingdon,NA,PA,16652,16652
16655,2015,ZIP Code Area,Imler,NA,PA,16655,16655
16656,2015,ZIP Code Area,Irvona,NA,PA,16656,16656
16657,2015,ZIP Code Area,James Creek,NA,PA,16657,16657
16659,2015,ZIP Code Area,Loysburg,NA,PA,16659,16659
16660,2015,Post Office or large volume customer,Mc Connellstown,NA,PA,16652,16652
16661,2015,ZIP Code Area,Madera,NA,PA,16661,16661
16662,2015,ZIP Code Area,Martinsburg,NA,PA,16662,16662
16663,2015,Post Office or large volume customer,Morann,NA,PA,16651,16651
16664,2015,ZIP Code Area,New Enterprise,NA,PA,16664,16664
16665,2015,Post Office or large volume customer,Newry,NA,PA,16635,16665
16666,2015,ZIP Code Area,Osceola Mills,NA,PA,16666,16666
16667,2015,ZIP Code Area,Osterburg,NA,PA,16667,16667
16668,2015,ZIP Code Area,Patton,NA,PA,16668,16668
16669,2015,ZIP Code Area,Petersburg,NA,PA,16669,16669
16670,2015,Post Office or large volume customer,Queen,NA,PA,16625,16670
16671,2015,ZIP Code Area,Ramey,NA,PA,16671,16671
16672,2015,Post Office or large volume customer,Riddlesburg,NA,PA,16679,16672
16673,2015,ZIP Code Area,Roaring Spring,NA,PA,16673,16673
16674,2015,ZIP Code Area,Robertsdale,NA,PA,16674,16674
16675,2015,Post Office or large volume customer,Saint Boniface,NA,PA,16668,16668
16677,2015,Post Office or large volume customer,Sandy Ridge,NA,PA,16866,16677
16678,2015,ZIP Code Area,Saxton,NA,PA,16678,16678
16679,2015,ZIP Code Area,Six Mile Run,NA,PA,16679,16679
16680,2015,ZIP Code Area,Smithmill,NA,PA,16680,16680
16681,2015,Post Office or large volume customer,Smokerun,NA,PA,16661,16661
16682,2015,Post Office or large volume customer,Sproul,NA,PA,16625,16682
16683,2015,ZIP Code Area,Spruce Creek,NA,PA,16683,16683
16684,2015,Post Office or large volume customer,Tipton,NA,PA,16686,16686
16685,2015,ZIP Code Area,Todd,NA,PA,16685,16685
16686,2015,ZIP Code Area,Tyrone,NA,PA,16686,16686
16689,2015,ZIP Code Area,Waterfall,NA,PA,16689,16689
16691,2015,ZIP Code Area,Wells Tannery,NA,PA,16691,16691
16692,2015,ZIP Code Area,Westover,NA,PA,16692,16692
16693,2015,ZIP Code Area,Williamsburg,NA,PA,16693,16693
16694,2015,Post Office or large volume customer,Wood,NA,PA,16679,16694
16695,2015,ZIP Code Area,Woodbury,NA,PA,16695,16695
16698,2015,Post Office or large volume customer,Houtzdale,NA,PA,16651,16651
16699,2015,Post Office or large volume customer,Cresson,NA,PA,16630,16699
16701,2015,ZIP Code Area,Bradford,NA,PA,16701,16701
16720,2015,ZIP Code Area,Austin,NA,PA,16720,16720
16724,2015,ZIP Code Area,Crosby,NA,PA,16724,16724
16725,2015,Post Office or large volume customer,Custer City,NA,PA,16701,16725
16726,2015,ZIP Code Area,Cyclone,NA,PA,16726,16726
16727,2015,ZIP Code Area,Derrick City,NA,PA,16727,16727
16728,2015,Post Office or large volume customer,De Young,NA,PA,16735,16728
16729,2015,ZIP Code Area,Duke Center,NA,PA,16729,16729
16730,2015,Post Office or large volume customer,East Smethport,NA,PA,16749,16730
16731,2015,ZIP Code Area,Eldred,NA,PA,16731,16731
16732,2015,ZIP Code Area,Gifford,NA,PA,16732,16732
16733,2015,Post Office or large volume customer,Hazel Hurst,NA,PA,16749,16733
16734,2015,ZIP Code Area,James City,NA,PA,16734,16734
16735,2015,ZIP Code Area,Kane,NA,PA,16735,16735
16738,2015,ZIP Code Area,Lewis Run,NA,PA,16738,16738
16740,2015,ZIP Code Area,Mount Jewett,NA,PA,16740,16740
16743,2015,ZIP Code Area,Port Allegany,NA,PA,16743,16743
16744,2015,ZIP Code Area,Rew,NA,PA,16744,16744
16745,2015,ZIP Code Area,Rixford,NA,PA,16745,16745
16746,2015,ZIP Code Area,Roulette,NA,PA,16746,16746
16748,2015,ZIP Code Area,Shinglehouse,NA,PA,16748,16748
16749,2015,ZIP Code Area,Smethport,NA,PA,16749,16749
16750,2015,ZIP Code Area,Turtlepoint,NA,PA,16750,16750
16801,2015,ZIP Code Area,State College,NA,PA,16801,16801
16802,2015,ZIP Code Area,University Park,NA,PA,16802,16802
16803,2015,ZIP Code Area,State College,NA,PA,16803,16803
16804,2015,Post Office or large volume customer,State College,NA,PA,16801,16801
16805,2015,Post Office or large volume customer,State College,NA,PA,16801,16801
16820,2015,ZIP Code Area,Aaronsburg,NA,PA,16820,16820
16821,2015,ZIP Code Area,Allport,NA,PA,16821,16821
16822,2015,ZIP Code Area,Beech Creek,NA,PA,16822,16822
16823,2015,ZIP Code Area,Bellefonte,NA,PA,16823,16823
16825,2015,Post Office or large volume customer,Bigler,NA,PA,16881,16825
16826,2015,Post Office or large volume customer,Blanchard,NA,PA,16841,16826
16827,2015,ZIP Code Area,Boalsburg,NA,PA,16827,16827
16828,2015,ZIP Code Area,Centre Hall,NA,PA,16828,16828
16829,2015,ZIP Code Area,Clarence,NA,PA,16829,16829
16830,2015,ZIP Code Area,Clearfield,NA,PA,16830,16830
16832,2015,ZIP Code Area,Coburn,NA,PA,16832,16832
16833,2015,ZIP Code Area,Curwensville,NA,PA,16833,16833
16834,2015,Post Office or large volume customer,Drifting,NA,PA,16839,16834
16835,2015,Post Office or large volume customer,Fleming,NA,PA,16844,16835
16836,2015,ZIP Code Area,Frenchville,NA,PA,16836,16836
16837,2015,ZIP Code Area,Glen Richey,NA,PA,16837,16837
16838,2015,ZIP Code Area,Grampian,NA,PA,16838,16838
16839,2015,ZIP Code Area,Grassflat,NA,PA,16839,16839
16840,2015,ZIP Code Area,Hawk Run,NA,PA,16840,16840
16841,2015,ZIP Code Area,Howard,NA,PA,16841,16841
16843,2015,Post Office or large volume customer,Hyde,NA,PA,16830,16843
16844,2015,ZIP Code Area,Julian,NA,PA,16844,16844
16845,2015,ZIP Code Area,Karthaus,NA,PA,16845,16845
16847,2015,Post Office or large volume customer,Kylertown,NA,PA,16858,16847
16848,2015,Post Office or large volume customer,Lamar,NA,PA,17751,16848
16849,2015,Post Office or large volume customer,Lanse,NA,PA,16839,16849
16850,2015,ZIP Code Area,Lecontes Mills,NA,PA,16850,16836
16851,2015,Post Office or large volume customer,Lemont,NA,PA,16801,16851
16852,2015,ZIP Code Area,Madisonburg,NA,PA,16852,16852
16853,2015,Post Office or large volume customer,Milesburg,NA,PA,16823,16853
16854,2015,ZIP Code Area,Millheim,NA,PA,16854,16854
16855,2015,Post Office or large volume customer,Mineral Springs,NA,PA,16881,16855
16856,2015,Post Office or large volume customer,Mingoville,NA,PA,16823,16823
16858,2015,ZIP Code Area,Morrisdale,NA,PA,16858,16858
16859,2015,ZIP Code Area,Moshannon,NA,PA,16859,16859
16860,2015,ZIP Code Area,Munson,NA,PA,16860,16860
16861,2015,ZIP Code Area,New Millport,NA,PA,16861,16861
16863,2015,ZIP Code Area,Olanta,NA,PA,16863,16863
16864,2015,ZIP Code Area,Orviston,NA,PA,16864,16841
16865,2015,ZIP Code Area,Pennsylvania Furnace,NA,PA,16865,16865
16866,2015,ZIP Code Area,Philipsburg,NA,PA,16866,16866
16868,2015,Post Office or large volume customer,Pine Grove Mills,NA,PA,16801,16868
16870,2015,ZIP Code Area,Port Matilda,NA,PA,16870,16870
16871,2015,ZIP Code Area,Pottersdale,NA,PA,16871,16871
16872,2015,ZIP Code Area,Rebersburg,NA,PA,16872,16872
16873,2015,Post Office or large volume customer,Shawville,NA,PA,16830,16830
16874,2015,ZIP Code Area,Snow Shoe,NA,PA,16874,16874
16875,2015,ZIP Code Area,Spring Mills,NA,PA,16875,16875
16876,2015,Post Office or large volume customer,Wallaceton,NA,PA,16858,16876
16877,2015,ZIP Code Area,Warriors Mark,NA,PA,16877,16877
16878,2015,ZIP Code Area,West Decatur,NA,PA,16878,16878
16879,2015,ZIP Code Area,Winburne,NA,PA,16879,16879
16881,2015,ZIP Code Area,Woodland,NA,PA,16881,16881
16882,2015,ZIP Code Area,Woodward,NA,PA,16882,16882
16901,2015,ZIP Code Area,Wellsboro,NA,PA,16901,16901
16910,2015,Post Office or large volume customer,Alba,NA,PA,17724,17724
16911,2015,Post Office or large volume customer,Arnot,NA,PA,16912,16911
16912,2015,ZIP Code Area,Blossburg,NA,PA,16912,16912
16914,2015,ZIP Code Area,Columbia Cross Roads,NA,PA,16914,16914
16915,2015,ZIP Code Area,Coudersport,NA,PA,16915,16915
16917,2015,ZIP Code Area,Covington,NA,PA,16917,16917
16920,2015,ZIP Code Area,Elkland,NA,PA,16920,16920
16921,2015,ZIP Code Area,Gaines,NA,PA,16921,16921
16922,2015,ZIP Code Area,Galeton,NA,PA,16922,16922
16923,2015,ZIP Code Area,Genesee,NA,PA,16923,16923
16925,2015,ZIP Code Area,Gillett,NA,PA,16925,16925
16926,2015,ZIP Code Area,Granville Summit,NA,PA,16926,16926
16927,2015,ZIP Code Area,Harrison Valley,NA,PA,16927,16927
16928,2015,ZIP Code Area,Knoxville,NA,PA,16928,16928
16929,2015,ZIP Code Area,Lawrenceville,NA,PA,16929,16929
16930,2015,ZIP Code Area,Liberty,NA,PA,16930,16930
16932,2015,ZIP Code Area,Mainesburg,NA,PA,16932,16932
16933,2015,ZIP Code Area,Mansfield,NA,PA,16933,16933
16935,2015,ZIP Code Area,Middlebury Center,NA,PA,16935,16935
16936,2015,ZIP Code Area,Millerton,NA,PA,16936,16936
16937,2015,ZIP Code Area,Mills,NA,PA,16937,16937
16938,2015,ZIP Code Area,Morris,NA,PA,16938,16938
16939,2015,ZIP Code Area,Morris Run,NA,PA,16939,16939
16940,2015,ZIP Code Area,Nelson,NA,PA,16940,16940
16941,2015,ZIP Code Area,Genesee,NA,PA,16941,16941
16942,2015,ZIP Code Area,Osceola,NA,PA,16942,16942
16943,2015,ZIP Code Area,Sabinsville,NA,PA,16943,16943
16945,2015,Post Office or large volume customer,Sylvania,NA,PA,16947,16947
16946,2015,ZIP Code Area,Tioga,NA,PA,16946,16946
16947,2015,ZIP Code Area,Troy,NA,PA,16947,16947
16948,2015,ZIP Code Area,Ulysses,NA,PA,16948,16948
16950,2015,ZIP Code Area,Westfield,NA,PA,16950,16950
17001,2015,Post Office or large volume customer,Camp Hill,NA,PA,17011,17011
17002,2015,ZIP Code Area,Allensville,NA,PA,17002,17002
17003,2015,ZIP Code Area,Annville,NA,PA,17003,17003
17004,2015,ZIP Code Area,Belleville,NA,PA,17004,17004
17005,2015,ZIP Code Area,Berrysburg,NA,PA,17005,17005
17006,2015,ZIP Code Area,Blain,NA,PA,17006,17006
17007,2015,ZIP Code Area,Boiling Springs,NA,PA,17007,17007
17009,2015,ZIP Code Area,Burnham,NA,PA,17009,17009
17010,2015,Post Office or large volume customer,Campbelltown,NA,PA,17078,17010
17011,2015,ZIP Code Area,Camp Hill,NA,PA,17011,17011
17012,2015,Post Office or large volume customer,Camp Hill,NA,PA,17055,17055
17013,2015,ZIP Code Area,Carlisle,NA,PA,17013,17013
17014,2015,ZIP Code Area,Cocolamus,NA,PA,17014,17049
17015,2015,ZIP Code Area,Carlisle,NA,PA,17015,17015
17016,2015,Post Office or large volume customer,Cornwall,NA,PA,17042,17016
17017,2015,ZIP Code Area,Dalmatia,NA,PA,17017,17017
17018,2015,ZIP Code Area,Dauphin,NA,PA,17018,17018
17019,2015,ZIP Code Area,Dillsburg,NA,PA,17019,17019
17020,2015,ZIP Code Area,Duncannon,NA,PA,17020,17020
17021,2015,ZIP Code Area,East Waterford,NA,PA,17021,17021
17022,2015,ZIP Code Area,Elizabethtown,NA,PA,17022,17022
17023,2015,ZIP Code Area,Elizabethville,NA,PA,17023,17023
17024,2015,ZIP Code Area,Elliottsburg,NA,PA,17024,17024
17025,2015,ZIP Code Area,Enola,NA,PA,17025,17025
17026,2015,ZIP Code Area,Fredericksburg,NA,PA,17026,17026
17027,2015,Post Office or large volume customer,Grantham,NA,PA,17055,17027
17028,2015,ZIP Code Area,Grantville,NA,PA,17028,17028
17029,2015,ZIP Code Area,Granville,NA,PA,17029,17029
17030,2015,ZIP Code Area,Gratz,NA,PA,17030,17030
17032,2015,ZIP Code Area,Halifax,NA,PA,17032,17032
17033,2015,ZIP Code Area,Hershey,NA,PA,17033,17033
17034,2015,ZIP Code Area,Highspire,NA,PA,17034,17034
17035,2015,ZIP Code Area,Honey Grove,NA,PA,17035,17035
17036,2015,ZIP Code Area,Hummelstown,NA,PA,17036,17036
17037,2015,ZIP Code Area,Ickesburg,NA,PA,17037,17037
17038,2015,ZIP Code Area,Jonestown,NA,PA,17038,17038
17039,2015,Post Office or large volume customer,Kleinfeltersville,NA,PA,17073,17039
17040,2015,ZIP Code Area,Landisburg,NA,PA,17040,17040
17041,2015,Post Office or large volume customer,Lawn,NA,PA,17078,17041
17042,2015,ZIP Code Area,Lebanon,NA,PA,17042,17042
17043,2015,ZIP Code Area,Lemoyne,NA,PA,17043,17043
17044,2015,ZIP Code Area,Lewistown,NA,PA,17044,17044
17045,2015,ZIP Code Area,Liverpool,NA,PA,17045,17045
17046,2015,ZIP Code Area,Lebanon,NA,PA,17046,17046
17047,2015,ZIP Code Area,Loysville,NA,PA,17047,17047
17048,2015,ZIP Code Area,Lykens,NA,PA,17048,17048
17049,2015,ZIP Code Area,Mc Alisterville,NA,PA,17049,17049
17050,2015,ZIP Code Area,Mechanicsburg,NA,PA,17050,17050
17051,2015,ZIP Code Area,Mc Veytown,NA,PA,17051,17051
17052,2015,ZIP Code Area,Mapleton Depot,NA,PA,17052,17052
17053,2015,ZIP Code Area,Marysville,NA,PA,17053,17053
17054,2015,Post Office or large volume customer,Mattawana,NA,PA,17051,17051
17055,2015,ZIP Code Area,Mechanicsburg,NA,PA,17055,17055
17056,2015,Post Office or large volume customer,Mexico,NA,PA,17059,17056
17057,2015,ZIP Code Area,Middletown,NA,PA,17057,17057
17058,2015,ZIP Code Area,Mifflin,NA,PA,17058,17058
17059,2015,ZIP Code Area,Mifflintown,NA,PA,17059,17059
17060,2015,ZIP Code Area,Mill Creek,NA,PA,17060,17060
17061,2015,ZIP Code Area,Millersburg,NA,PA,17061,17061
17062,2015,ZIP Code Area,Millerstown,NA,PA,17062,17062
17063,2015,ZIP Code Area,Milroy,NA,PA,17063,17063
17064,2015,Post Office or large volume customer,Mount Gretna,NA,PA,17042,17064
17065,2015,ZIP Code Area,Mount Holly Springs,NA,PA,17065,17065
17066,2015,ZIP Code Area,Mount Union,NA,PA,17066,17066
17067,2015,ZIP Code Area,Myerstown,NA,PA,17067,17067
17068,2015,ZIP Code Area,New Bloomfield,NA,PA,17068,17068
17069,2015,Post Office or large volume customer,New Buffalo,NA,PA,17020,17069
17070,2015,ZIP Code Area,New Cumberland,NA,PA,17070,17070
17071,2015,ZIP Code Area,New Germantown,NA,PA,17071,17071
17072,2015,Post Office or large volume customer,New Kingstown,NA,PA,17050,17072
17073,2015,ZIP Code Area,Newmanstown,NA,PA,17073,17073
17074,2015,ZIP Code Area,Newport,NA,PA,17074,17074
17075,2015,Post Office or large volume customer,Newton Hamilton,NA,PA,17066,17075
17076,2015,ZIP Code Area,Oakland Mills,NA,PA,17076,17076
17077,2015,Post Office or large volume customer,Ono,NA,PA,17003,17077
17078,2015,ZIP Code Area,Palmyra,NA,PA,17078,17078
17080,2015,ZIP Code Area,Pillow,NA,PA,17080,17080
17081,2015,Post Office or large volume customer,Plainfield,NA,PA,17015,17081
17082,2015,ZIP Code Area,Port Royal,NA,PA,17082,17082
17083,2015,Post Office or large volume customer,Quentin,NA,PA,17042,17083
17084,2015,ZIP Code Area,Reedsville,NA,PA,17084,17084
17085,2015,Post Office or large volume customer,Rexmont,NA,PA,17042,17042
17086,2015,ZIP Code Area,Richfield,NA,PA,17086,17086
17087,2015,ZIP Code Area,Richland,NA,PA,17087,17087
17088,2015,Post Office or large volume customer,Schaefferstown,NA,PA,17073,17088
17089,2015,Post Office or large volume customer,Camp Hill,NA,PA,17011,17011
17090,2015,ZIP Code Area,Shermans Dale,NA,PA,17090,17090
17093,2015,Post Office or large volume customer,Summerdale,NA,PA,17025,17093
17094,2015,ZIP Code Area,Thompsontown,NA,PA,17094,17094
17097,2015,ZIP Code Area,Wiconisco,NA,PA,17097,17097
17098,2015,ZIP Code Area,Williamstown,NA,PA,17098,17098
17099,2015,ZIP Code Area,Yeagertown,NA,PA,17099,17099
17101,2015,ZIP Code Area,Harrisburg,NA,PA,17101,17101
17102,2015,ZIP Code Area,Harrisburg,NA,PA,17102,17102
17103,2015,ZIP Code Area,Harrisburg,NA,PA,17103,17103
17104,2015,ZIP Code Area,Harrisburg,NA,PA,17104,17104
17105,2015,Post Office or large volume customer,Harrisburg,NA,PA,17101,17101
17106,2015,Post Office or large volume customer,Harrisburg,NA,PA,17110,17110
17107,2015,Post Office or large volume customer,Harrisburg,NA,PA,17110,17110
17108,2015,Post Office or large volume customer,Harrisburg,NA,PA,17101,17101
17109,2015,ZIP Code Area,Harrisburg,NA,PA,17109,17109
17110,2015,ZIP Code Area,Harrisburg,NA,PA,17110,17110
17111,2015,ZIP Code Area,Harrisburg,NA,PA,17111,17111
17112,2015,ZIP Code Area,Harrisburg,NA,PA,17112,17112
17113,2015,ZIP Code Area,Harrisburg,NA,PA,17113,17113
17120,2015,ZIP Code Area,Harrisburg,NA,PA,17120,17120
17121,2015,Post Office or large volume customer,Harrisburg,NA,PA,17110,17110
17122,2015,Post Office or large volume customer,Harrisburg,NA,PA,17104,17104
17123,2015,Post Office or large volume customer,Harrisburg,NA,PA,17120,17120
17124,2015,Post Office or large volume customer,Harrisburg,NA,PA,17120,17120
17125,2015,Post Office or large volume customer,Harrisburg,NA,PA,17120,17120
17126,2015,Post Office or large volume customer,Harrisburg,NA,PA,17120,17120
17127,2015,Post Office or large volume customer,Harrisburg,NA,PA,17101,17101
17128,2015,Post Office or large volume customer,Harrisburg,NA,PA,17120,17120
17129,2015,Post Office or large volume customer,Harrisburg,NA,PA,17101,17101
17130,2015,Post Office or large volume customer,Harrisburg,NA,PA,17120,17120
17140,2015,Post Office or large volume customer,Harrisburg,NA,PA,17111,17111
17177,2015,Post Office or large volume customer,Harrisburg,NA,PA,17109,17109
17201,2015,ZIP Code Area,Chambersburg,NA,PA,17201,17201
17202,2015,ZIP Code Area,Chambersburg,NA,PA,17202,17202
17210,2015,Post Office or large volume customer,Amberson,NA,PA,17262,17210
17211,2015,ZIP Code Area,Artemas,NA,PA,17211,17211
17212,2015,ZIP Code Area,Big Cove Tannery,NA,PA,17212,17212
17213,2015,ZIP Code Area,Blairs Mills,NA,PA,17213,17213
17214,2015,ZIP Code Area,Blue Ridge Summit,NA,PA,17214,17214
17215,2015,ZIP Code Area,Burnt Cabins,NA,PA,17215,17215
17217,2015,Post Office or large volume customer,Concord,NA,PA,17219,17217
17219,2015,ZIP Code Area,Doylesburg,NA,PA,17219,17219
17220,2015,ZIP Code Area,Dry Run,NA,PA,17220,17220
17221,2015,ZIP Code Area,Fannettsburg,NA,PA,17221,17221
17222,2015,ZIP Code Area,Fayetteville,NA,PA,17222,17222
17223,2015,ZIP Code Area,Fort Littleton,NA,PA,17223,17223
17224,2015,ZIP Code Area,Fort Loudon,NA,PA,17224,17224
17225,2015,ZIP Code Area,Greencastle,NA,PA,17225,17225
17228,2015,ZIP Code Area,Harrisonville,NA,PA,17228,17228
17229,2015,ZIP Code Area,Hustontown,NA,PA,17229,17229
17231,2015,Post Office or large volume customer,Lemasters,NA,PA,17236,17236
17232,2015,ZIP Code Area,Lurgan,NA,PA,17232,17244
17233,2015,ZIP Code Area,Mc Connellsburg,NA,PA,17233,17233
17235,2015,Post Office or large volume customer,Marion,NA,PA,17202,17235
17236,2015,ZIP Code Area,Mercersburg,NA,PA,17236,17236
17237,2015,ZIP Code Area,Mont Alto,NA,PA,17237,17237
17238,2015,ZIP Code Area,Needmore,NA,PA,17238,17238
17239,2015,ZIP Code Area,Neelyton,NA,PA,17239,17239
17240,2015,ZIP Code Area,Newburg,NA,PA,17240,17240
17241,2015,ZIP Code Area,Newville,NA,PA,17241,17241
17243,2015,ZIP Code Area,Orbisonia,NA,PA,17243,17243
17244,2015,ZIP Code Area,Orrstown,NA,PA,17244,17244
17246,2015,ZIP Code Area,Pleasant Hall,NA,PA,17246,17246
17247,2015,Post Office or large volume customer,Quincy,NA,PA,17268,17247
17249,2015,Post Office or large volume customer,Rockhill Furnace,NA,PA,17243,17249
17250,2015,Post Office or large volume customer,Rouzerville,NA,PA,17268,17250
17251,2015,Post Office or large volume customer,Roxbury,NA,PA,17244,17251
